iata,name,city,country_code,type,scheduled_service,iso_region,ident,label
OMO,Mostar International Airport,Mostar,BA,,,,,"Mostar — Mostar International Airport (OMO), BA"
SJJ,Sarajevo International Airport,Sarajevo,BA,,,,,"Sarajevo — Sarajevo International Airport (SJJ), BA"
BGI,Grantley Adams International Airport,Bridgetown,BB,,,,,"Bridgetown — Grantley Adams International Airport (BGI), BB"
BZL,Barisal Airport,Barisal,BD,,,,,"Barisal — Barisal Airport (BZL), BD"
CGP,Shah Amanat International Airport,Chattogram (Chittagong),BD,,,,,"Chattogram (Chittagong) — Shah Amanat International Airport (CGP), BD"
CXB,Cox's Bazar Airport,Cox's Bazar,BD,,,,,"Cox's Bazar — Cox's Bazar Airport (CXB), BD"
DAC,Hazrat Shahjalal International Airport,Dhaka,BD,,,,,"Dhaka — Hazrat Shahjalal International Airport (DAC), BD"
JSR,Jessore Airport,Jashore (Jessore),BD,,,,,"Jashore (Jessore) — Jessore Airport (JSR), BD"
RJH,Shah Makhdum Airport,Rajshahi,BD,,,,,"Rajshahi — Shah Makhdum Airport (RJH), BD"
SPD,Saidpur Airport,Saidpur,BD,,,,,"Saidpur — Saidpur Airport (SPD), BD"
ZYL,Osmany International Airport,Sylhet,BD,,,,,"Sylhet — Osmany International Airport (ZYL), BD"
ANR,Antwerp International Airport (Deurne),Antwerp,BE,,,,,"Antwerp — Antwerp International Airport (Deurne) (ANR), BE"
CRL,Brussels South Charleroi Airport,Charleroi,BE,,,,,"Charleroi — Brussels South Charleroi Airport (CRL), BE"
LGG,Liège Airport,Grâce-Hollogne,BE,,,,,"Grâce-Hollogne — Liège Airport (LGG), BE"
OST,Ostend-Bruges International Airport,Oostende,BE,,,,,"Oostende — Ostend-Bruges International Airport (OST), BE"
BRU,Brussels Airport,Zaventem,BE,,,,,"Zaventem — Brussels Airport (BRU), BE"
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,,,,,"Bobo Dioulasso — Bobo Dioulasso Airport (BOY), BF"
OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,,,,,"Ouagadougou — Ouagadougou Thomas Sankara International Airport (OUA), BF"
BOJ,Burgas Airport,Burgas,BG,,,,,"Burgas — Burgas Airport (BOJ), BG"
PDV,Plovdiv International Airport,Plovdiv,BG,,,,,"Plovdiv — Plovdiv International Airport (PDV), BG"
SOF,Sofia Airport,Sofia,BG,,,,,"Sofia — Sofia Airport (SOF), BG"
VAR,Varna Airport,Varna,BG,,,,,"Varna — Varna Airport (VAR), BG"
BAH,Bahrain International Airport,Manama,BH,,,,,"Manama — Bahrain International Airport (BAH), BH"
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,,,,,"Bujumbura — Bujumbura Melchior Ndadaye International Airport (BJM), BI"
GID,Gitega Airport,Gitega,BI,,,,,"Gitega — Gitega Airport (GID), BI"
KRE,Kirundo Airport,Kirundo,BI,,,,,"Kirundo — Kirundo Airport (KRE), BI"
COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,,,,,"Cotonou — Cotonou Cadjehoun International Airport (COO), BJ"
SBH,St. Jean Airport,Gustavia,BL,,,,,"Gustavia — St. Jean Airport (SBH), BL"
BDA,L.F. Wade International Airport,Hamilton,BM,,,,,"Hamilton — L.F. Wade International Airport (BDA), BM"
BWN,Brunei International Airport,Bandar Seri Begawan,BN,,,,,"Bandar Seri Begawan — Brunei International Airport (BWN), BN"
CCA,Chimore Airport,Chimore,BO,,,,,"Chimore — Chimore Airport (CCA), BO"
CIJ,Capitán Aníbal Arab Airport,Cobija,BO,,,,,"Cobija — Capitán Aníbal Arab Airport (CIJ), BO"
CBB,Jorge Wilsterman International Airport,Cochabamba,BO,,,,,"Cochabamba — Jorge Wilsterman International Airport (CBB), BO"
GYA,Guayaramerín Airport,Guayaramerín,BO,,,,,"Guayaramerín — Guayaramerín Airport (GYA), BO"
LPB,El Alto International Airport,La Paz / El Alto,BO,,,,,"La Paz / El Alto — El Alto International Airport (LPB), BO"
PUR,Puerto Rico Airport,Puerto Rico/Manuripi,BO,,,,,"Puerto Rico/Manuripi — Puerto Rico Airport (PUR), BO"
PSZ,Capitán Av. Salvador Ogaya G. airport,Puerto Suárez,BO,,,,,"Puerto Suárez — Capitán Av. Salvador Ogaya G. airport (PSZ), BO"
UYU,Uyuni Joya Andina Airport,Quijarro,BO,,,,,"Quijarro — Uyuni Joya Andina Airport (UYU), BO"
RIB,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,BO,,,,,"Riberalta — Capitán Av. Selin Zeitun Lopez Airport (RIB), BO"
RBQ,Rurrenabaque Airport,Rurrenabaque,BO,,,,,"Rurrenabaque — Rurrenabaque Airport (RBQ), BO"
SRZ,El Trompillo Airport,Santa Cruz,BO,,,,,"Santa Cruz — El Trompillo Airport (SRZ), BO"
VVI,Viru Viru International Airport,Santa Cruz,BO,,,,,"Santa Cruz — Viru Viru International Airport (VVI), BO"
SRE,Alcantarí International Airport,Sucre,BO,,,,,"Sucre — Alcantarí International Airport (SRE), BO"
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,,,,,"Tarija — Capitan Oriel Lea Plaza Airport (TJA), BO"
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO,,,,,"Trinidad — Teniente Av. Jorge Henrich Arauz Airport (TDD), BO"
BON,Flamingo International Airport,Kralendijk,BQ,,,,,"Kralendijk — Flamingo International Airport (BON), BQ"
EUX,F. D. Roosevelt Airport,Oranjestad,BQ,,,,,"Oranjestad — F. D. Roosevelt Airport (EUX), BQ"
SAB,Juancho E. Yrausquin Airport,Zion's Hill,BQ,,,,,"Zion's Hill — Juancho E. Yrausquin Airport (SAB), BQ"
GGF,Almeirim Airport,Almeirim,BR,,,,,"Almeirim — Almeirim Airport (GGF), BR"
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,,,,,"Alta Floresta — Piloto Osvaldo Marques Dias Airport (AFL), BR"
ATM,Altamira Interstate Airport,Altamira,BR,,,,,"Altamira — Altamira Interstate Airport (ATM), BR"
AJU,Aracaju - Santa Maria International Airport,Aracaju,BR,,,,,"Aracaju — Aracaju - Santa Maria International Airport (AJU), BR"
AUX,Araguaína Airport,Araguaína,BR,,,,,"Araguaína — Araguaína Airport (AUX), BR"
AQA,Araraquara Airport,Araraquara,BR,,,,,"Araraquara — Araraquara Airport (AQA), BR"
AAX,Romeu Zema Airport,Araxá,BR,,,,,"Araxá — Romeu Zema Airport (AAX), BR"
ARU,Araçatuba Airport,Araçatuba,BR,,,,,"Araçatuba — Araçatuba Airport (ARU), BR"
BAZ,Barcelos Airport,Barcelos,BR,,,,,"Barcelos — Barcelos Airport (BAZ), BR"
BRA,Dom Ricardo Weberberger Airport,Barreiras,BR,,,,,"Barreiras — Dom Ricardo Weberberger Airport (BRA), BR"
BRB,Barreirinhas National Airport,Barreirinhas,BR,,,,,"Barreirinhas — Barreirinhas National Airport (BRB), BR"
JTC,Bauru/Arealva–Moussa Nakhal Tobias State Airport,Bauru,BR,,,,,"Bauru — Bauru/Arealva–Moussa Nakhal Tobias State Airport (JTC), BR"
CNF,Tancredo Neves International Airport,Belo Horizonte,BR,,,,,"Belo Horizonte — Tancredo Neves International Airport (CNF), BR"
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,,,,,"Belém — Val de Cans/Júlio Cezar Ribeiro International Airport (BEL), BR"
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,BR,,,,,"Boa Vista — Atlas Brasil Cantanhede Airport (BVB), BR"
BYO,Bonito Airport,Bonito,BR,,,,,"Bonito — Bonito Airport (BYO), BR"
RBB,Borba Airport,Borba,BR,,,,,"Borba — Borba Airport (RBB), BR"
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,BR,,,,,"Brasília — Presidente Juscelino Kubitschek International Airport (BSB), BR"
BVS,Breves Airport,Breves,BR,,,,,"Breves — Breves Airport (BVS), BR"
CFB,Cabo Frio Airport,Cabo Frio,BR,,,,,"Cabo Frio — Cabo Frio Airport (CFB), BR"
OAL,Cacoal Airport,Cacoal,BR,,,,,"Cacoal — Cacoal Airport (OAL), BR"
CJZ,Pedro Vieira Moreira Airport,Cajazeiras,BR,,,,,"Cajazeiras — Pedro Vieira Moreira Airport (CJZ), BR"
CLV,Nelson Ribeiro Guimarães Airport,Caldas Novas,BR,,,,,"Caldas Novas — Nelson Ribeiro Guimarães Airport (CLV), BR"
CPV,Presidente João Suassuna Airport,Campina Grande,BR,,,,,"Campina Grande — Presidente João Suassuna Airport (CPV), BR"
VCP,Viracopos International Airport,Campinas,BR,,,,,"Campinas — Viracopos International Airport (VCP), BR"
CGR,Campo Grande Airport,Campo Grande,BR,,,,,"Campo Grande — Campo Grande Airport (CGR), BR"
CAW,Bartolomeu Lisandro Airport,Campos dos Goytacazes,BR,,,,,"Campos dos Goytacazes — Bartolomeu Lisandro Airport (CAW), BR"
CEL,Canela Airport,Canela,BR,,,,,"Canela — Canela Airport (CEL), BR"
CAF,Carauari Airport,Carauari,BR,,,,,"Carauari — Carauari Airport (CAF), BR"
CAU,Caruaru Airport,Caruaru,BR,,,,,"Caruaru — Caruaru Airport (CAU), BR"
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,,,,,"Cascavel — Coronel Adalberto Mendes da Silva Airport (CAC), BR"
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,BR,,,,,"Caxias Do Sul — Hugo Cantergiani Regional Airport (CXJ), BR"
XAP,Serafin Enoss Bertaso Airport,Chapecó,BR,,,,,"Chapecó — Serafin Enoss Bertaso Airport (XAP), BR"
CMG,Corumbá International Airport,Corumbá,BR,,,,,"Corumbá — Corumbá International Airport (CMG), BR"
CCM,Forquilhinha - Criciúma  Airport,Criciúma,BR,,,,,"Criciúma — Forquilhinha - Criciúma  Airport (CCM), BR"
JJD,Comandante Ariston Pessoa Airport,Cruz,BR,,,,,"Cruz — Comandante Ariston Pessoa Airport (JJD), BR"
CZS,Cruzeiro do Sul Airport,Cruzeiro Do Sul,BR,,,,,"Cruzeiro Do Sul — Cruzeiro do Sul Airport (CZS), BR"
CGB,Marechal Rondon Airport,Cuiabá,BR,,,,,"Cuiabá — Marechal Rondon Airport (CGB), BR"
CWB,Curitiba-Afonso Pena International Airport,Curitiba,BR,,,,,"Curitiba — Curitiba-Afonso Pena International Airport (CWB), BR"
FEC,João Durval Carneiro Airport,Feira de Santana,BR,,,,,"Feira de Santana — João Durval Carneiro Airport (FEC), BR"
FEN,Fernando de Noronha Airport,Fernando de Noronha,BR,,,,,"Fernando de Noronha — Fernando de Noronha Airport (FEN), BR"
FLN,Hercílio Luz International Airport,Florianópolis,BR,,,,,"Florianópolis — Hercílio Luz International Airport (FLN), BR"
FOR,Pinto Martins International Airport,Fortaleza,BR,,,,,"Fortaleza — Pinto Martins International Airport (FOR), BR"
IGU,Cataratas International Airport,Foz do Iguaçu,BR,,,,,"Foz do Iguaçu — Cataratas International Airport (IGU), BR"
FBE,Paulo Abdala Airport,Francisco Beltrão,BR,,,,,"Francisco Beltrão — Paulo Abdala Airport (FBE), BR"
GYN,Santa Genoveva International Airport,Goiânia,BR,,,,,"Goiânia — Santa Genoveva International Airport (GYN), BR"
GVR,Coronel Altino Machado Airport,Governador Valadares,BR,,,,,"Governador Valadares — Coronel Altino Machado Airport (GVR), BR"
GUZ,Guarapari Airport,Guarapari,BR,,,,,"Guarapari — Guarapari Airport (GUZ), BR"
GPB,Tancredo Thomas de Faria Airport,Guarapuava,BR,,,,,"Guarapuava — Tancredo Thomas de Faria Airport (GPB), BR"
GGJ,Guaíra Airport,Guaíra,BR,,,,,"Guaíra — Guaíra Airport (GGJ), BR"
IOS,Bahia - Jorge Amado Airport,Ilhéus,BR,,,,,"Ilhéus — Bahia - Jorge Amado Airport (IOS), BR"
IMP,Prefeito Renato Moreira Airport,Imperatriz,BR,,,,,"Imperatriz — Prefeito Renato Moreira Airport (IMP), BR"
IPN,Usiminas Airport,Ipatinga,BR,,,,,"Ipatinga — Usiminas Airport (IPN), BR"
ITB,Itaituba Airport,Itaituba,BR,,,,,"Itaituba — Itaituba Airport (ITB), BR"
JJG,Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,BR,,,,,"Jaguaruna — Humberto Ghizzo Bortoluzzi Regional Airport (JJG), BR"
JPR,Ji-Paraná Airport,Ji-Paraná,BR,,,,,"Ji-Paraná — Ji-Paraná Airport (JPR), BR"
JOI,Lauro Carneiro de Loyola Airport,Joinville,BR,,,,,"Joinville — Lauro Carneiro de Loyola Airport (JOI), BR"
JPA,Presidente Castro Pinto International Airport,João Pessoa,BR,,,,,"João Pessoa — Presidente Castro Pinto International Airport (JPA), BR"
JDO,Orlando Bezerra de Menezes Airport,Juazeiro do Norte,BR,,,,,"Juazeiro do Norte — Orlando Bezerra de Menezes Airport (JDO), BR"
JDF,Francisco de Assis Airport,Juiz de Fora,BR,,,,,"Juiz de Fora — Francisco de Assis Airport (JDF), BR"
IZA,Presidente Itamar Franco Airport,Juiz de Fora,BR,,,,,"Juiz de Fora — Presidente Itamar Franco Airport (IZA), BR"
LAJ,Lages Airport,Lages,BR,,,,,"Lages — Lages Airport (LAJ), BR"
LEC,Coronel Horácio de Mattos Airport,Lençóis,BR,,,,,"Lençóis — Coronel Horácio de Mattos Airport (LEC), BR"
LDB,Governor José Richa Airport,Londrina,BR,,,,,"Londrina — Governor José Richa Airport (LDB), BR"
LBR,Lábrea Airport,Lábrea,BR,,,,,"Lábrea — Lábrea Airport (LBR), BR"
MCP,Macapá - Alberto Alcolumbre International Airport,Macapá,BR,,,,,"Macapá — Macapá - Alberto Alcolumbre International Airport (MCP), BR"
MCZ,Zumbi dos Palmares International Airport,Maceió,BR,,,,,"Maceió — Zumbi dos Palmares International Airport (MCZ), BR"
MAO,Eduardo Gomes International Airport,Manaus,BR,,,,,"Manaus — Eduardo Gomes International Airport (MAO), BR"
MNX,Manicoré Airport,Manicoré,BR,,,,,"Manicoré — Manicoré Airport (MNX), BR"
MAB,João Correa da Rocha Airport,Marabá,BR,,,,,"Marabá — João Correa da Rocha Airport (MAB), BR"
MUU,Barra Grande Airport,Maraú,BR,,,,,"Maraú — Barra Grande Airport (MUU), BR"
MGF,Regional de Maringá - Sílvio Name Júnior Airport,Maringá,BR,,,,,"Maringá — Regional de Maringá - Sílvio Name Júnior Airport (MGF), BR"
MII,Frank Miloye Milenkowichi–Marília State Airport,Marília,BR,,,,,"Marília — Frank Miloye Milenkowichi–Marília State Airport (MII), BR"
MOC,Mário Ribeiro Airport,Montes Claros,BR,,,,,"Montes Claros — Mário Ribeiro Airport (MOC), BR"
MVF,Dix-Sept Rosado Airport,Mossoró,BR,,,,,"Mossoró — Dix-Sept Rosado Airport (MVF), BR"
NAT,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,Natal,BR,,,,,"Natal — Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport (NAT), BR"
NVT,Ministro Victor Konder International Airport,Navegantes,BR,,,,,"Navegantes — Ministro Victor Konder International Airport (NVT), BR"
TMT,Trombetas Airport,Oriximiná,BR,,,,,"Oriximiná — Trombetas Airport (TMT), BR"
PMW,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,,,,,"Palmas — Brigadeiro Lysias Rodrigues Airport (PMW), BR"
PYT,Pedro Rabelo de Souza Airport,Paracatu,BR,,,,,"Paracatu — Pedro Rabelo de Souza Airport (PYT), BR"
JPE,Nagib Demachki Airport,Paragominas,BR,,,,,"Paragominas — Nagib Demachki Airport (JPE), BR"
JPY,Paraty Airport,Paraty,BR,,,,,"Paraty — Paraty Airport (JPY), BR"
CKS,Carajás Airport,Parauapebas,BR,,,,,"Parauapebas — Carajás Airport (CKS), BR"
PHB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,Parnaíba,BR,,,,,"Parnaíba — Parnaíba - Prefeito Doutor João Silva Filho International Airport (PHB), BR"
PFB,Lauro Kurtz Airport,Passo Fundo,BR,,,,,"Passo Fundo — Lauro Kurtz Airport (PFB), BR"
PTO,Juvenal Loureiro Cardoso Airport,Pato Branco,BR,,,,,"Pato Branco — Juvenal Loureiro Cardoso Airport (PTO), BR"
PAV,Paulo Afonso Airport,Paulo Afonso,BR,,,,,"Paulo Afonso — Paulo Afonso Airport (PAV), BR"
PET,João Simões Lopes Neto International Airport,Pelotas,BR,,,,,"Pelotas — João Simões Lopes Neto International Airport (PET), BR"
PNZ,Senador Nilo Coelho Airport,Petrolina,BR,,,,,"Petrolina — Senador Nilo Coelho Airport (PNZ), BR"
PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,BR,,,,,"Ponta Grossa — Ponta Grossa Airport - Comandante Antonio Amilton Beraldo (PGZ), BR"
PMG,Ponta Porã Airport,Ponta Porã,BR,,,,,"Ponta Porã — Ponta Porã Airport (PMG), BR"
LCB,André Antônio Maggi Airport,Pontes e Lacerda,BR,,,,,"Pontes e Lacerda — André Antônio Maggi Airport (LCB), BR"
POA,Porto Alegre-Salgado Filho International Airport,Porto Alegre,BR,,,,,"Porto Alegre — Porto Alegre-Salgado Filho International Airport (POA), BR"
BPS,Porto Seguro Airport,Porto Seguro,BR,,,,,"Porto Seguro — Porto Seguro Airport (BPS), BR"
PVH,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,BR,,,,,"Porto Velho — Governador Jorge Teixeira de Oliveira Airport (PVH), BR"
PPB,Presidente Prudente Airport,Presidente Prudente,BR,,,,,"Presidente Prudente — Presidente Prudente Airport (PPB), BR"
REC,Recife/Guararapes - Gilberto Freyre International Airport,Recife,BR,,,,,"Recife — Recife/Guararapes - Gilberto Freyre International Airport (REC), BR"
RAO,Leite Lopes Airport,Ribeirão Preto,BR,,,,,"Ribeirão Preto — Leite Lopes Airport (RAO), BR"
RBR,Rio Branco-Plácido de Castro International Airport,Rio Branco,BR,,,,,"Rio Branco — Rio Branco-Plácido de Castro International Airport (RBR), BR"
GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,,,,,"Rio De Janeiro — Rio Galeão – Tom Jobim International Airport (GIG), BR"
SDU,Santos Dumont Airport,Rio de Janeiro,BR,,,,,"Rio de Janeiro — Santos Dumont Airport (SDU), BR"
ROO,Maestro Marinho Franco Airport,Rondonópolis,BR,,,,,"Rondonópolis — Maestro Marinho Franco Airport (ROO), BR"
OPP,Salinópolis Airport,Salinópolis,BR,,,,,"Salinópolis — Salinópolis Airport (OPP), BR"
SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,BR,,,,,"Salvador — Deputado Luiz Eduardo Magalhães International Airport (SSA), BR"
IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,BR,,,,,"Santa Isabel do Rio Negro — Tapuruquara Airport (IRZ), BR"
RIA,Santa Maria Airport,Santa Maria,BR,,,,,"Santa Maria — Santa Maria Airport (RIA), BR"
SRA,Luis Alberto Lehr Airport,Santa Rosa,BR,,,,,"Santa Rosa — Luis Alberto Lehr Airport (SRA), BR"
STM,Santarém - Maestro Wilson Fonseca International Airport,Santarém,BR,,,,,"Santarém — Santarém - Maestro Wilson Fonseca International Airport (STM), BR"
GEL,Santo Ângelo Airport,Santo Ângelo,BR,,,,,"Santo Ângelo — Santo Ângelo Airport (GEL), BR"
SET,Santa Magalhães Airport,Serra Talhada,BR,,,,,"Serra Talhada — Santa Magalhães Airport (SET), BR"
OPS,Presidente João Batista Figueiredo Airport,Sinop,BR,,,,,"Sinop — Presidente João Batista Figueiredo Airport (OPS), BR"
JSO,Dr. Luciano de Arruda Coelho Regional Airport,Sobral,BR,,,,,"Sobral — Dr. Luciano de Arruda Coelho Regional Airport (JSO), BR"
SOD,Sorocaba Airport,Sorocaba,BR,,,,,"Sorocaba — Sorocaba Airport (SOD), BR"
SMT,Adolino Bedin Regional Airport,Sorriso,BR,,,,,"Sorriso — Adolino Bedin Regional Airport (SMT), BR"
SJL,São Gabriel da Cachoeira Airport,São Gabriel da Cachoeira,BR,,,,,"São Gabriel da Cachoeira — São Gabriel da Cachoeira Airport (SJL), BR"
SJK,Professor Urbano Ernesto Stumpf Airport,São José Dos Campos,BR,,,,,"São José Dos Campos — Professor Urbano Ernesto Stumpf Airport (SJK), BR"
SJP,Prof. Eribelto Manoel Reino State Airport,São José do Rio Preto,BR,,,,,"São José do Rio Preto — Prof. Eribelto Manoel Reino State Airport (SJP), BR"
SLZ,Marechal Cunha Machado International Airport,São Luís,BR,,,,,"São Luís — Marechal Cunha Machado International Airport (SLZ), BR"
CGH,Congonhas Airport,São Paulo,BR,,,,,"São Paulo — Congonhas Airport (CGH), BR"
GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,,,,,"São Paulo — São Paulo/Guarulhos–Governor André Franco Montoro International Airport (GRU), BR"
TBT,Tabatinga Airport,Tabatinga,BR,,,,,"Tabatinga — Tabatinga Airport (TBT), BR"
TGQ,Tangará da Serra Airport,Tangará da Serra,BR,,,,,"Tangará da Serra — Tangará da Serra Airport (TGQ), BR"
TFF,Tefé Airport,Tefé,BR,,,,,"Tefé — Tefé Airport (TFF), BR"
THE,Senador Petrônio Portela Airport,Teresina,BR,,,,,"Teresina — Senador Petrônio Portela Airport (THE), BR"
TOW,Toledo - Luiz Dalcanale Filho Municipal Airport,Toledo,BR,,,,,"Toledo — Toledo - Luiz Dalcanale Filho Municipal Airport (TOW), BR"
TJL,Plínio Alarcom Airport,Três Lagoas,BR,,,,,"Três Lagoas — Plínio Alarcom Airport (TJL), BR"
TUR,Tucuruí Airport,Tucuruí,BR,,,,,"Tucuruí — Tucuruí Airport (TUR), BR"
UBA,Mário de Almeida Franco Airport,Uberaba,BR,,,,,"Uberaba — Mário de Almeida Franco Airport (UBA), BR"
UDI,Ten. Cel. Aviador César Bombonato Airport,Uberlândia,BR,,,,,"Uberlândia — Ten. Cel. Aviador César Bombonato Airport (UDI), BR"
UMU,Orlando de Carvalho Airport,Umuarama,BR,,,,,"Umuarama — Orlando de Carvalho Airport (UMU), BR"
UNA,Una-Comandatuba Airport,Una,BR,,,,,"Una — Una-Comandatuba Airport (UNA), BR"
UVI,José Cleto Airport,União da Vitória,BR,,,,,"União da Vitória — José Cleto Airport (UVI), BR"
URG,Rubem Berta Airport,Uruguaiana,BR,,,,,"Uruguaiana — Rubem Berta Airport (URG), BR"
VAL,Valença Airport,Valença,BR,,,,,"Valença — Valença Airport (VAL), BR"
BVH,Brigadeiro Camarão Airport,Vilhena,BR,,,,,"Vilhena — Brigadeiro Camarão Airport (BVH), BR"
VIX,Eurico de Aguiar Salles Airport,Vitória,BR,,,,,"Vitória — Eurico de Aguiar Salles Airport (VIX), BR"
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,BR,,,,,"Vitória da Conquista — Glauber de Andrade Rocha Airport (VDC), BR"
MYG,Mayaguana Airport,Abraham Bay Settlement,BS,,,,,"Abraham Bay Settlement — Mayaguana Airport (MYG), BS"
TZN,Congo Town Airport,Andros,BS,,,,,"Andros — Congo Town Airport (TZN), BS"
SAQ,San Andros Airport,Andros Island,BS,,,,,"Andros Island — San Andros Airport (SAQ), BS"
ATC,Arthur's Town Airport,Arthur's Town,BS,,,,,"Arthur's Town — Arthur's Town Airport (ATC), BS"
